YEAR,WEEK,REGION,INFREL
2000,28,Kherson,0
2000,29,Kherson,0
2000,30,Kherson,1
2000,31,Kherson,0
2000,32,Kherson,5
2000,33,Kherson,2
2000,34,Kherson,4
2000,35,Kherson,7
2000,36,Kherson,6
2000,37,Kherson,11
2000,38,Kherson,22
2000,39,Kherson,24
2000,40,Kherson,27
2000,41,Kherson,32
2000,42,Kherson,30
2000,43,Kherson,37
2000,44,Kherson,38
2000,45,Kherson,34
2000,46,Kherson,32
2000,47,Kherson,25
2000,48,Kherson,22
2000,49,Kherson,14
2000,50,Kherson,12
2000,51,Kherson,13
2000,52,Kherson,7
2000,1,Khmelnytskyi,12
2000,2,Khmelnytskyi,8
2000,3,Khmelnytskyi,14
2000,4,Khmelnytskyi,32
2000,5,Khmelnytskyi,48
2000,6,Khmelnytskyi,52
2000,7,Khmelnytskyi,53
2000,8,Khmelnytskyi,43
2000,9,Khmelnytskyi,31
2000,10,Khmelnytskyi,19
2000,11,Khmelnytskyi,19
2000,12,Khmelnytskyi,21
2000,13,Khmelnytskyi,17
2000,14,Khmelnytskyi,21
2000,15,Khmelnytskyi,16
2000,16,Khmelnytskyi,18
2000,17,Khmelnytskyi,12
2000,18,Khmelnytskyi,7
2000,19,Khmelnytskyi,10
2000,20,Khmelnytskyi,3
2000,21,Khmelnytskyi,7
2000,22,Khmelnytskyi,0
2000,23,Khmelnytskyi,4
2000,24,Khmelnytskyi,5
2000,25,Khmelnytskyi,3
2000,26,Khmelnytskyi,1
2000,27,Khmelnytskyi,0
2000,28,Khmelnytskyi,0
2000,29,Khmelnytskyi,0
2000,30,Khmelnytskyi,2
2000,31,Khmelnytskyi,0
2000,32,Khmelnytskyi,1
2000,33,Khmelnytskyi,3
2000,34,Khmelnytskyi,6
2000,35,Khmelnytskyi,0
2000,36,Khmelnytskyi,4
2000,37,Khmelnytskyi,10
2000,38,Khmelnytskyi,13
2000,39,Khmelnytskyi,14
2000,40,Khmelnytskyi,16
2000,41,Khmelnytskyi,17
2000,42,Khmelnytskyi,19
2000,43,Khmelnytskyi,21
2000,44,Khmelnytskyi,27
2000,45,Khmelnytskyi,26
2000,46,Khmelnytskyi,24
2000,47,Khmelnytskyi,17
2000,48,Khmelnytskyi,14
2000,49,Khmelnytskyi,11
2000,50,Khmelnytskyi,8
2000,51,Khmelnytskyi,8
2000,52,Khmelnytskyi,9
2000,1,Kirovohrad,18
2000,2,Kirovohrad,16
2000,3,Kirovohrad,26
2000,4,Kirovohrad,40
2000,5,Kirovohrad,57
2000,6,Kirovohrad,69
2000,7,Kirovohrad,72
2000,8,Kirovohrad,61
2000,9,Kirovohrad,40
2000,10,Kirovohrad,23
2000,11,Kirovohrad,15
2000,12,Kirovohrad,19
2000,13,Kirovohrad,22
2000,14,Kirovohrad,24
2000,15,Kirovohrad,17
2000,16,Kirovohrad,20
2000,17,Kirovohrad,17
2000,18,Kirovohrad,12
2000,19,Kirovohrad,11
2000,20,Kirovohrad,1
2000,21,Kirovohrad,6
2000,22,Kirovohrad,0
2000,23,Kirovohrad,2
2000,24,Kirovohrad,0
2000,25,Kirovohrad,0
2000,26,Kirovohrad,2
2000,27,Kirovohrad,3
2000,28,Kirovohrad,2
2000,29,Kirovohrad,0
2000,30,Kirovohrad,0
2000,31,Kirovohrad,4
2000,32,Kirovohrad,0
2000,33,Kirovohrad,2
2000,34,Kirovohrad,3
2000,35,Kirovohrad,0
2000,36,Kirovohrad,10
2000,37,Kirovohrad,11
2000,38,Kirovohrad,16
2000,39,Kirovohrad,18
2000,40,Kirovohrad,21
2000,41,Kirovohrad,27
2000,42,Kirovohrad,27
2000,43,Kirovohrad,28
2000,44,Kirovohrad,34
2000,45,Kirovohrad,25
2000,46,Kirovohrad,29
2000,47,Kirovohrad,21
2000,48,Kirovohrad,13
2000,49,Kirovohrad,13
2000,50,Kirovohrad,12
2000,51,Kirovohrad,6
2000,52,Kirovohrad,8
2000,1,Kyiv,16
2000,2,Kyiv,14
2000,3,Kyiv,28
2000,4,Kyiv,44
2000,5,Kyiv,68
2000,6,Kyiv,79
2000,7,Kyiv,78
2000,8,Kyiv,66
2000,9,Kyiv,39
2000,10,Kyiv,22
2000,11,Kyiv,24
2000,12,Kyiv,28
2000,13,Kyiv,26
2000,14,Kyiv,22
2000,15,Kyiv,25
2000,16,Kyiv,22
2000,17,Kyiv,12
2000,18,Kyiv,11
2000,19,Kyiv,9
2000,20,Kyiv,5
2000,21,Kyiv,3
2000,22,Kyiv,5
2000,23,Kyiv,5
2000,24,Kyiv,2
2000,25,Kyiv,1
2000,26,Kyiv,0
2000,27,Kyiv,0
2000,28,Kyiv,2
2000,29,Kyiv,0
2000,30,Kyiv,4
2000,31,Kyiv,0
2000,32,Kyiv,1
2000,33,Kyiv,6
2000,34,Kyiv,2
2000,35,Kyiv,4
2000,36,Kyiv,7
2000,37,Kyiv,15
2000,38,Kyiv,16
2000,39,Kyiv,22
2000,40,Kyiv,27
2000,41,Kyiv,28
2000,42,Kyiv,29
2000,43,Kyiv,33
2000,44,Kyiv,39
2000,45,Kyiv,38
2000,46,Kyiv,28
2000,47,Kyiv,20
2000,48,Kyiv,19
2000,49,Kyiv,15
2000,50,Kyiv,11
2000,51,Kyiv,6
2000,52,Kyiv,5
2000,1,KyivCity,22
2000,2,KyivCity,18
2000,3,KyivCity,30
2000,4,KyivCity,44
2000,5,KyivCity,69
2000,6,KyivCity,85
2000,7,KyivCity,82
2000,8,KyivCity,73
2000,9,KyivCity,43
2000,10,KyivCity,24
2000,11,KyivCity,20
2000,12,KyivCity,21
2000,13,KyivCity,25
2000,14,KyivCity,21
2000,15,KyivCity,22
2000,16,KyivCity,16
2000,17,KyivCity,12
2000,18,KyivCity,9
2000,19,KyivCity,9
2000,20,KyivCity,5
2000,21,KyivCity,2
2000,22,KyivCity,0
2000,23,KyivCity,1
2000,24,KyivCity,2
2000,25,KyivCity,2
2000,26,KyivCity,1
2000,27,KyivCity,0
2000,28,KyivCity,0
2000,29,KyivCity,2
2000,30,KyivCity,0
2000,31,KyivCity,0
2000,32,KyivCity,0
2000,33,KyivCity,3
2000,34,KyivCity,8
2000,35,KyivCity,7
2000,36,KyivCity,11
2000,37,KyivCity,13
2000,38,KyivCity,14
2000,39,KyivCity,27
2000,40,KyivCity,28
2000,41,KyivCity,29
2000,42,KyivCity,30
2000,43,KyivCity,30
2000,44,KyivCity,40
2000,45,KyivCity,38
2000,46,KyivCity,33
2000,47,KyivCity,24
2000,48,KyivCity,15
2000,49,KyivCity,16
2000,50,KyivCity,10
2000,51,KyivCity,11
2000,52,KyivCity,11
2000,1,Luhansk,36
2000,2,Luhansk,26
2000,3,Luhansk,43
2000,4,Luhansk,74
2000,5,Luhansk,117
2000,6,Luhansk,145
2000,7,Luhansk,141
2000,8,Luhansk,118
2000,9,Luhansk,70
2000,10,Luhansk,37
2000,11,Luhansk,40
2000,12,Luhansk,49
2000,13,Luhansk,46
2000,14,Luhansk,44
2000,15,Luhansk,48
2000,16,Luhansk,36
2000,17,Luhansk,27
2000,18,Luhansk,18
2000,19,Luhansk,16
2000,20,Luhansk,17
2000,21,Luhansk,9
2000,22,Luhansk,8
2000,23,Luhansk,4
2000,24,Luhansk,8
2000,25,Luhansk,5
2000,26,Luhansk,6
2000,27,Luhansk,5
2000,28,Luhansk,2
2000,29,Luhansk,0
2000,30,Luhansk,5
2000,31,Luhansk,4
2000,32,Luhansk,2
2000,33,Luhansk,3
2000,34,Luhansk,3
2000,35,Luhansk,8
2000,36,Luhansk,12
2000,37,Luhansk,16
2000,38,Luhansk,31
2000,39,Luhansk,43
2000,40,Luhansk,44
2000,41,Luhansk,56
2000,42,Luhansk,50
2000,43,Luhansk,59
2000,44,Luhansk,60
2000,45,Luhansk,63
2000,46,Luhansk,50
2000,47,Luhansk,45
2000,48,Luhansk,36
2000,49,Luhansk,29
2000,50,Luhansk,19
2000,51,Luhansk,17
2000,52,Luhansk,14
2000,1,Lviv,29
2000,2,Lviv,25
2000,3,Lviv,36
2000,4,Lviv,57
2000,5,Lviv,95
2000,6,Lviv,123
2000,7,Lviv,117
2000,8,Lviv,104
2000,9,Lviv,60
2000,10,Lviv,37
2000,11,Lviv,36
2000,12,Lviv,36
2000,13,Lviv,45
2000,14,Lviv,40
2000,15,Lviv,38
2000,16,Lviv,29
2000,17,Lviv,28
2000,18,Lviv,18
2000,19,Lviv,17
2000,20,Lviv,12
2000,21,Lviv,6
2000,22,Lviv,2
2000,23,Lviv,3
2000,24,Lviv,0
2000,25,Lviv,0
2000,26,Lviv,5
2000,27,Lviv,0
2000,28,Lviv,0
2000,29,Lviv,4
2000,30,Lviv,0
2000,31,Lviv,1
2000,32,Lviv,0
2000,33,Lviv,3
2000,34,Lviv,8
2000,35,Lviv,6
2000,36,Lviv,7
2000,37,Lviv,21
2000,38,Lviv,29
2000,39,Lviv,31
2000,40,Lviv,41
2000,41,Lviv,44
2000,42,Lviv,37
2000,43,Lviv,53
2000,44,Lviv,57
2000,45,Lviv,53
2000,46,Lviv,45
2000,47,Lviv,39
2000,48,Lviv,27
2000,49,Lviv,21
2000,50,Lviv,21
2000,51,Lviv,15
2000,52,Lviv,15
2000,1,Mykolaiv,16
2000,2,Mykolaiv,11
2000,3,Mykolaiv,21
2000,4,Mykolaiv,43
2000,5,Mykolaiv,66
2000,6,Mykolaiv,77
2000,7,Mykolaiv,76
2000,8,Mykolaiv,65
2000,9,Mykolaiv,44
2000,10,Mykolaiv,23
2000,11,Mykolaiv,21
2000,12,Mykolaiv,26
2000,13,Mykolaiv,24
2000,14,Mykolaiv,23
2000,15,Mykolaiv,26
2000,16,Mykolaiv,19
2000,17,Mykolaiv,21
2000,18,Mykolaiv,12
2000,19,Mykolaiv,8
2000,20,Mykolaiv,6
2000,21,Mykolaiv,2
2000,22,Mykolaiv,0
2000,23,Mykolaiv,5
2000,24,Mykolaiv,1
2000,25,Mykolaiv,0
2000,26,Mykolaiv,5
2000,27,Mykolaiv,4
2000,28,Mykolaiv,2
2000,29,Mykolaiv,0
2000,30,Mykolaiv,0
2000,31,Mykolaiv,2
2000,32,Mykolaiv,1
2000,33,Mykolaiv,5
2000,34,Mykolaiv,8
2000,35,Mykolaiv,8
2000,36,Mykolaiv,5
2000,37,Mykolaiv,11
2000,38,Mykolaiv,13
2000,39,Mykolaiv,23
2000,40,Mykolaiv,21
2000,41,Mykolaiv,28
2000,42,Mykolaiv,21
2000,43,Mykolaiv,32
2000,44,Mykolaiv,35
2000,45,Mykolaiv,28
2000,46,Mykolaiv,34
2000,47,Mykolaiv,26
2000,48,Mykolaiv,16
2000,49,Mykolaiv,13
2000,50,Mykolaiv,15
2000,51,Mykolaiv,9
2000,52,Mykolaiv,3
2000,1,Odessa,30
2000,2,Odessa,30
2000,3,Odessa,44
2000,4,Odessa,67
2000,5,Odessa,114
2000,6,Odessa,147
2000,7,Odessa,143
2000,8,Odessa,117
2000,9,Odessa,69
2000,10,Odessa,44
2000,11,Odessa,36
2000,12,Odessa,49
2000,13,Odessa,49
2000,14,Odessa,44
2000,15,Odessa,45
2000,16,Odessa,38
2000,17,Odessa,31
2000,18,Odessa,22
2000,19,Odessa,18
2000,20,Odessa,11
2000,21,Odessa,15
2000,22,Odessa,8
2000,23,Odessa,1
2000,24,Odessa,0
2000,25,Odessa,5
2000,26,Odessa,3
2000,27,Odessa,0
2000,28,Odessa,0
2000,29,Odessa,0
2000,30,Odessa,0
2000,31,Odessa,3
2000,32,Odessa,2
2000,33,Odessa,8
2000,34,Odessa,12
2000,35,Odessa,13
2000,36,Odessa,12
2000,37,Odessa,16
2000,38,Odessa,27
2000,39,Odessa,35
2000,40,Odessa,43
2000,41,Odessa,48
2000,42,Odessa,43
2000,43,Odessa,57
2000,44,Odessa,62
2000,45,Odessa,55
2000,46,Odessa,51
2000,47,Odessa,47
2000,48,Odessa,31
2000,49,Odessa,27
2000,50,Odessa,19
2000,51,Odessa,18
2000,52,Odessa,12
2000,1,Poltava,13
2000,2,Poltava,18
2000,3,Poltava,17
2000,4,Poltava,38
2000,5,Poltava,51
2000,6,Poltava,71
2000,7,Poltava,66
2000,8,Poltava,56
2000,9,Poltava,30
2000,10,Poltava,21
2000,11,Poltava,15
2000,12,Poltava,25
2000,13,Poltava,26
2000,14,Poltava,20
2000,15,Poltava,24
2000,16,Poltava,13
2000,17,Poltava,11
2000,18,Poltava,6
2000,19,Poltava,7
2000,20,Poltava,3
2000,21,Poltava,1
2000,22,Poltava,3
2000,23,Poltava,0
2000,24,Poltava,3
2000,25,Poltava,5
2000,26,Poltava,0
2000,27,Poltava,2
2000,28,Poltava,0
2000,29,Poltava,0
2000,30,Poltava,0
2000,31,Poltava,1
2000,32,Poltava,6
2000,33,Poltava,3
2000,34,Poltava,6
2000,35,Poltava,6
2000,36,Poltava,10
2000,37,Poltava,8
2000,38,Poltava,18
2000,39,Poltava,21
2000,40,Poltava,21
2000,41,Poltava,23
2000,42,Poltava,25
2000,43,Poltava,30
2000,44,Poltava,26
2000,45,Poltava,27
2000,46,Poltava,28
2000,47,Poltava,24
2000,48,Poltava,11
2000,49,Poltava,15
2000,50,Poltava,10
2000,51,Poltava,7
2000,52,Poltava,10
2000,1,Rivne,15
2000,2,Rivne,12
2000,3,Rivne,18
2000,4,Rivne,27
2000,5,Rivne,43
2000,6,Rivne,59
2000,7,Rivne,48
2000,8,Rivne,43
2000,9,Rivne,26
2000,10,Rivne,15
2000,11,Rivne,15
2000,12,Rivne,19
2000,13,Rivne,17
2000,14,Rivne,17
2000,15,Rivne,16
2000,16,Rivne,17
2000,17,Rivne,14
2000,18,Rivne,10
2000,19,Rivne,5
2000,20,Rivne,2
2000,21,Rivne,5
2000,22,Rivne,5
2000,23,Rivne,3
2000,24,Rivne,0
2000,25,Rivne,0
2000,26,Rivne,0
2000,27,Rivne,0
2000,28,Rivne,1
2000,29,Rivne,0
2000,30,Rivne,0
2000,31,Rivne,0
2000,32,Rivne,5
2000,33,Rivne,5
2000,34,Rivne,7
2000,35,Rivne,2
2000,36,Rivne,4
2000,37,Rivne,2
2000,38,Rivne,10
2000,39,Rivne,12
2000,40,Rivne,20
2000,41,Rivne,19
2000,42,Rivne,17
2000,43,Rivne,24
2000,44,Rivne,26
2000,45,Rivne,19
2000,46,Rivne,17
2000,47,Rivne,21
2000,48,Rivne,11
2000,49,Rivne,7
2000,50,Rivne,11
2000,51,Rivne,11
2000,52,Rivne,8
2000,1,Sumy,12
2000,2,Sumy,7
2000,3,Sumy,19
2000,4,Sumy,20
2000,5,Sumy,37
2000,6,Sumy,47
2000,7,Sumy,42
2000,8,Sumy,35
2000,9,Sumy,27
2000,10,Sumy,16
2000,11,Sumy,8
2000,12,Sumy,16
2000,13,Sumy,19
2000,14,Sumy,12
2000,15,Sumy,18
2000,16,Sumy,13
2000,17,Sumy,13
2000,18,Sumy,2
2000,19,Sumy,2
2000,20,Sumy,7
2000,21,Sumy,4
2000,22,Sumy,4
2000,23,Sumy,0
2000,24,Sumy,0
2000,25,Sumy,0
2000,26,Sumy,2
2000,27,Sumy,2
2000,28,Sumy,0
2000,29,Sumy,4
2000,30,Sumy,3
2000,31,Sumy,0
2000,32,Sumy,0
2000,33,Sumy,1
2000,34,Sumy,0
2000,35,Sumy,1
2000,36,Sumy,8
2000,37,Sumy,1
2000,38,Sumy,10
2000,39,Sumy,13
2000,40,Sumy,13
2000,41,Sumy,14
2000,42,Sumy,10
2000,43,Sumy,23
2000,44,Sumy,24
2000,45,Sumy,18
2000,46,Sumy,15
2000,47,Sumy,14
2000,48,Sumy,15
2000,49,Sumy,4
2000,50,Sumy,6
2000,51,Sumy,1
2000,52,Sumy,0
2000,1,Ternopil,12
2000,2,Ternopil,11
2000,3,Ternopil,10
2000,4,Ternopil,21
2000,5,Ternopil,39
2000,6,Ternopil,44
2000,7,Ternopil,47
2000,8,Ternopil,40
2000,9,Ternopil,23
2000,10,Ternopil,17
2000,11,Ternopil,10
2000,12,Ternopil,10
2000,13,Ternopil,15
2000,14,Ternopil,11
2000,15,Ternopil,17
2000,16,Ternopil,14
2000,17,Ternopil,5
2000,18,Ternopil,3
2000,19,Ternopil,6
2000,20,Ternopil,1
2000,21,Ternopil,5
2000,22,Ternopil,2
2000,23,Ternopil,4
2000,24,Ternopil,0
2000,25,Ternopil,2
2000,26,Ternopil,0
2000,27,Ternopil,2
2000,28,Ternopil,0
2000,29,Ternopil,0
2000,30,Ternopil,3
2000,31,Ternopil,0
2000,32,Ternopil,0
2000,33,Ternopil,2
2000,34,Ternopil,0
2000,35,Ternopil,3
2000,36,Ternopil,3
2000,37,Ternopil,2
2000,38,Ternopil,5
2000,39,Ternopil,9
2000,40,Ternopil,16
2000,41,Ternopil,18
2000,42,Ternopil,13
2000,43,Ternopil,18
2000,44,Ternopil,15
2000,45,Ternopil,18
2000,46,Ternopil,21
2000,47,Ternopil,15
2000,48,Ternopil,13
2000,49,Ternopil,9
2000,50,Ternopil,7
2000,51,Ternopil,8
2000,52,Ternopil,1
2000,1,Vinnytsia,15
2000,2,Vinnytsia,14
2000,3,Vinnytsia,22
2000,4,Vinnytsia,35
2000,5,Vinnytsia,60
2000,6,Vinnytsia,82
2000,7,Vinnytsia,74
2000,8,Vinnytsia,62
2000,9,Vinnytsia,40
2000,10,Vinnytsia,25
2000,11,Vinnytsia,25
2000,12,Vinnytsia,24
2000,13,Vinnytsia,31
2000,14,Vinnytsia,19
2000,15,Vinnytsia,20
2000,16,Vinnytsia,19
2000,17,Vinnytsia,15
2000,18,Vinnytsia,7
2000,19,Vinnytsia,3
2000,20,Vinnytsia,7
2000,21,Vinnytsia,2
2000,22,Vinnytsia,0
2000,23,Vinnytsia,6
2000,24,Vinnytsia,3
2000,25,Vinnytsia,5
2000,26,Vinnytsia,4
2000,27,Vinnytsia,0
2000,28,Vinnytsia,0
2000,29,Vinnytsia,0
2000,30,Vinnytsia,0
2000,31,Vinnytsia,2
2000,32,Vinnytsia,0
2000,33,Vinnytsia,5
2000,34,Vinnytsia,2
2000,35,Vinnytsia,5
2000,36,Vinnytsia,10
2000,37,Vinnytsia,13
2000,38,Vinnytsia,21
2000,39,Vinnytsia,20
2000,40,Vinnytsia,26
2000,41,Vinnytsia,32
2000,42,Vinnytsia,20
2000,43,Vinnytsia,32
2000,44,Vinnytsia,39
2000,45,Vinnytsia,35
2000,46,Vinnytsia,30
2000,47,Vinnytsia,22
2000,48,Vinnytsia,16
2000,49,Vinnytsia,18
2000,50,Vinnytsia,8
2000,51,Vinnytsia,7
2000,52,Vinnytsia,11
2000,1,Volyn,12
2000,2,Volyn,12
2000,3,Volyn,17
2000,4,Volyn,22
2000,5,Volyn,32
2000,6,Volyn,40
2000,7,Volyn,45
2000,8,Volyn,40
2000,9,Volyn,17
2000,10,Volyn,10
2000,11,Volyn,11
2000,12,Volyn,15
2000,13,Volyn,17
2000,14,Volyn,12
2000,15,Volyn,12
2000,16,Volyn,6
2000,17,Volyn,9
2000,18,Volyn,4
2000,19,Volyn,0
2000,20,Volyn,5
2000,21,Volyn,3
2000,22,Volyn,6
2000,23,Volyn,0
2000,24,Volyn,4
2000,25,Volyn,4
2000,26,Volyn,2
2000,27,Volyn,0
2000,28,Volyn,0
2000,29,Volyn,0
2000,30,Volyn,0
2000,31,Volyn,1
2000,32,Volyn,1
2000,33,Volyn,0
2000,34,Volyn,6
2000,35,Volyn,2
2000,36,Volyn,4
2000,37,Volyn,1
2000,38,Volyn,4
2000,39,Volyn,15
2000,40,Volyn,10
2000,41,Volyn,19
2000,42,Volyn,16
2000,43,Volyn,15
2000,44,Volyn,23
2000,45,Volyn,16
2000,46,Volyn,12
2000,47,Volyn,17
2000,48,Volyn,7
2000,49,Volyn,8
2000,50,Volyn,7
2000,51,Volyn,8
2000,52,Volyn,6
2000,1,Zakarpattia,11
2000,2,Zakarpattia,8
2000,3,Zakarpattia,19
2000,4,Zakarpattia,23
2000,5,Zakarpattia,47
2000,6,Zakarpattia,57
2000,7,Zakarpattia,54
2000,8,Zakarpattia,45
2000,9,Zakarpattia,23
2000,10,Zakarpattia,15
2000,11,Zakarpattia,17
2000,12,Zakarpattia,16
2000,13,Zakarpattia,17
2000,14,Zakarpattia,20
2000,15,Zakarpattia,14
2000,16,Zakarpattia,17
2000,17,Zakarpattia,11
2000,18,Zakarpattia,9
2000,19,Zakarpattia,9
2000,20,Zakarpattia,0
2000,21,Zakarpattia,0
2000,22,Zakarpattia,1
2000,23,Zakarpattia,2
2000,24,Zakarpattia,0
2000,25,Zakarpattia,5
2000,26,Zakarpattia,1
2000,27,Zakarpattia,0
2000,28,Zakarpattia,4
2000,29,Zakarpattia,3
2000,30,Zakarpattia,0
2000,31,Zakarpattia,0
2000,32,Zakarpattia,2
2000,33,Zakarpattia,5
2000,34,Zakarpattia,0
2000,35,Zakarpattia,0
2000,36,Zakarpattia,0
2000,37,Zakarpattia,4
2000,38,Zakarpattia,9
2000,39,Zakarpattia,17
2000,40,Zakarpattia,15
2000,41,Zakarpattia,24
2000,42,Zakarpattia,18
2000,43,Zakarpattia,22
2000,44,Zakarpattia,22
2000,45,Zakarpattia,19
2000,46,Zakarpattia,18
2000,47,Zakarpattia,12
2000,48,Zakarpattia,8
2000,49,Zakarpattia,13
2000,50,Zakarpattia,11
2000,51,Zakarpattia,4
2000,52,Zakarpattia,2
2000,1,Zaporizhzhia,18
2000,2,Zaporizhzhia,20
2000,3,Zaporizhzhia,27
2000,4,Zaporizhzhia,44
2000,5,Zaporizhzhia,73
2000,6,Zaporizhzhia,98
2000,7,Zaporizhzhia,95
2000,8,Zaporizhzhia,81
2000,9,Zaporizhzhia,45
2000,10,Zaporizhzhia,22
2000,11,Zaporizhzhia,21
2000,12,Zaporizhzhia,27
2000,13,Zaporizhzhia,29
2000,14,Zaporizhzhia,27
2000,15,Zaporizhzhia,26
2000,16,Zaporizhzhia,20
2000,17,Zaporizhzhia,20
2000,18,Zaporizhzhia,12
2000,19,Zaporizhzhia,10
2000,20,Zaporizhzhia,12
2000,21,Zaporizhzhia,10
2000,22,Zaporizhzhia,6
2000,23,Zaporizhzhia,0
2000,24,Zaporizhzhia,2
2000,25,Zaporizhzhia,0
2000,26,Zaporizhzhia,3
2000,27,Zaporizhzhia,0
2000,28,Zaporizhzhia,3
2000,29,Zaporizhzhia,5
2000,30,Zaporizhzhia,5
2000,31,Zaporizhzhia,0
2000,32,Zaporizhzhia,0
2000,33,Zaporizhzhia,0
2000,34,Zaporizhzhia,0
2000,35,Zaporizhzhia,5
2000,36,Zaporizhzhia,12
2000,37,Zaporizhzhia,9
2000,38,Zaporizhzhia,22
2000,39,Zaporizhzhia,25
2000,40,Zaporizhzhia,28
2000,41,Zaporizhzhia,35
2000,42,Zaporizhzhia,28
2000,43,Zaporizhzhia,34
2000,44,Zaporizhzhia,38
2000,45,Zaporizhzhia,36
2000,46,Zaporizhzhia,35
2000,47,Zaporizhzhia,31
2000,48,Zaporizhzhia,22
2000,49,Zaporizhzhia,16
2000,50,Zaporizhzhia,13
2000,51,Zaporizhzhia,11
2000,52,Zaporizhzhia,9
2000,1,Zhytomyr,15
2000,2,Zhytomyr,13
2000,3,Zhytomyr,27
2000,4,Zhytomyr,38
2000,5,Zhytomyr,56
2000,6,Zhytomyr,75
2000,7,Zhytomyr,71
2000,8,Zhytomyr,57
2000,9,Zhytomyr,39
2000,10,Zhytomyr,18
2000,11,Zhytomyr,19
2000,12,Zhytomyr,27
2000,13,Zhytomyr,28
2000,14,Zhytomyr,19
2000,15,Zhytomyr,22
2000,16,Zhytomyr,20
2000,17,Zhytomyr,18
2000,18,Zhytomyr,12
2000,19,Zhytomyr,3
2000,20,Zhytomyr,9
2000,21,Zhytomyr,4
2000,22,Zhytomyr,3
2000,23,Zhytomyr,3
2000,24,Zhytomyr,5
2000,25,Zhytomyr,0
2000,26,Zhytomyr,0
2000,27,Zhytomyr,1
2000,28,Zhytomyr,0
2000,29,Zhytomyr,0
2000,30,Zhytomyr,5
2000,31,Zhytomyr,5
2000,32,Zhytomyr,2
2000,33,Zhytomyr,0
2000,34,Zhytomyr,5
2000,35,Zhytomyr,2
2000,36,Zhytomyr,9
2000,37,Zhytomyr,9
2000,38,Zhytomyr,13
2000,39,Zhytomyr,20
2000,40,Zhytomyr,19
2000,41,Zhytomyr,26
2000,42,Zhytomyr,28
2000,43,Zhytomyr,31
2000,44,Zhytomyr,28
2000,45,Zhytomyr,30
2000,46,Zhytomyr,27
2000,47,Zhytomyr,22
2000,48,Zhytomyr,16
2000,49,Zhytomyr,14
2000,50,Zhytomyr,10
2000,51,Zhytomyr,7
2000,52,Zhytomyr,8
2001,1,AR Crimea,34
2001,2,AR Crimea,26
2001,3,AR Crimea,53
2001,4,AR Crimea,75
2001,5,AR Crimea,123
2001,6,AR Crimea,149
2001,7,AR Crimea,151
2001,8,AR Crimea,127
2001,9,AR Crimea,75
2001,10,AR Crimea,43
2001,11,AR Crimea,44
2001,12,AR Crimea,50
2001,13,AR Crimea,56
2001,14,AR Crimea,49
2001,15,AR Crimea,47
2001,16,AR Crimea,35
2001,17,AR Crimea,29
2001,18,AR Crimea,27
2001,19,AR Crimea,20
2001,20,AR Crimea,14
2001,21,AR Crimea,13
2001,22,AR Crimea,6
2001,23,AR Crimea,1
2001,24,AR Crimea,0
2001,25,AR Crimea,4
2001,26,AR Crimea,2
2001,27,AR Crimea,0
2001,28,AR Crimea,6
2001,29,AR Crimea,0
2001,30,AR Crimea,5
2001,31,AR Crimea,0
2001,32,AR Crimea,3
2001,33,AR Crimea,0
2001,34,AR Crimea,7
2001,35,AR Crimea,8
2001,36,AR Crimea,10
2001,37,AR Crimea,17
2001,38,AR Crimea,31
2001,39,AR Crimea,44
2001,40,AR Crimea,47
2001,41,AR Crimea,54
2001,42,AR Crimea,53
2001,43,AR Crimea,63
2001,44,AR Crimea,63
2001,45,AR Crimea,68
2001,46,AR Crimea,62
2001,47,AR Crimea,51
2001,48,AR Crimea,40
2001,49,AR Crimea,28
2001,50,AR Crimea,20
2001,51,AR Crimea,24
2001,52,AR Crimea,17
2001,1,Cherkasy,13
2001,2,Cherkasy,12
2001,3,Cherkasy,21
2001,4,Cherkasy,33
2001,5,Cherkasy,56
2001,6,Cherkasy,79
2001,7,Cherkasy,74
2001,8,Cherkasy,63
2001,9,Cherkasy,33
2001,10,Cherkasy,25
2001,11,Cherkasy,16
2001,12,Cherkasy,24
2001,13,Cherkasy,21
2001,14,Cherkasy,27
2001,15,Cherkasy,27
2001,16,Cherkasy,16
2001,17,Cherkasy,13
2001,18,Cherkasy,14
2001,19,Cherkasy,11
2001,20,Cherkasy,4
2001,21,Cherkasy,8
2001,22,Cherkasy,1
2001,23,Cherkasy,0
2001,24,Cherkasy,0
2001,25,Cherkasy,0
2001,26,Cherkasy,5
2001,27,Cherkasy,0
2001,28,Cherkasy,0
2001,29,Cherkasy,2
2001,30,Cherkasy,5
2001,31,Cherkasy,4
2001,32,Cherkasy,0
2001,33,Cherkasy,6
2001,34,Cherkasy,1
2001,35,Cherkasy,6
2001,36,Cherkasy,2
2001,37,Cherkasy,6
2001,38,Cherkasy,18
2001,39,Cherkasy,16
2001,40,Cherkasy,27
2001,41,Cherkasy,25
2001,42,Cherkasy,22
2001,43,Cherkasy,32
2001,44,Cherkasy,36
2001,45,Cherkasy,26
2001,46,Cherkasy,26
2001,47,Cherkasy,22
2001,48,Cherkasy,13
2001,49,Cherkasy,12
2001,50,Cherkasy,14
2001,51,Cherkasy,5
2001,52,Cherkasy,8
2001,1,Chernihiv,16
2001,2,Chernihiv,10
2001,3,Chernihiv,25
2001,4,Chernihiv,32
2001,5,Chernihiv,61
2001,6,Chernihiv,71
2001,7,Chernihiv,64
